C-00011
-0.4096977,0.2174295,3.47995
-0.4117411,0.2725523,3.539289
-0.3909358,0.6148232,3.558622
-0.3680821,0.7813314,3.539447
-0.5689067,0.583908,3.548612
-0.705227,0.7658685,3.500068
-0.6195833,0.9230821,3.513666
-0.5910354,0.9754866,3.52274
-0.2060372,0.507031,3.567039
-0.05645464,0.4072599,3.561808
0.122783,0.4203066,3.525923
0.1825289,0.4246555,3.518502
-0.4930066,0.1430723,3.45333
-0.5288118,-0.396272,3.486951
-0.545915,-0.7919239,3.521758
-0.5699414,-0.8568543,3.486736
-0.3328769,0.1274084,3.468121
-0.2755265,-0.3915504,3.489014
-0.2714728,-0.7569828,3.519716
-0.2627819,-0.8240675,3.481718
-0.3877247,0.2124816,3.27867
-0.3907939,0.2694025,3.336367
-0.3759895,0.6109076,3.346768
-0.3797631,0.792213,3.343307
-0.5519078,0.5683296,3.34558
-0.6961223,0.7674773,3.311141
-0.5958325,0.9175324,3.319622
-0.5482522,0.9380467,3.325204
-0.1953583,0.5174195,3.375881
-0.06118342,0.396811,3.371839
0.1183274,0.4116365,3.333392
0.2023927,0.4484992,3.346004
-0.4696107,0.1384123,3.253277
-0.5170162,-0.3970235,3.2964
-0.5457593,-0.7898612,3.309674
-0.5404414,-0.8362386,3.228224
-0.3110587,0.1266437,3.271418
-0.2517653,-0.4007655,3.306309
-0.2297778,-0.7677534,3.335306
-0.2148679,-0.8415177,3.308772
-0.4000217,0.2093781,3.280073
-0.405717,0.2664056,3.337052
-0.3831781,0.6089705,3.347928
-0.3737678,0.785626,3.341236
-0.5442407,0.5730519,3.3375
-0.6815035,0.7679107,3.299379
-0.5858242,0.9184182,3.303823
-0.5429166,0.9609284,3.306389
-0.1941677,0.503595,3.382224
-0.06555462,0.3810589,3.379604
0.1131168,0.3847132,3.352148
0.1803319,0.3857993,3.357237
-0.480924,0.1377696,3.256914
-0.5296636,-0.3914024,3.302598
-0.5485886,-0.7900586,3.31571
-0.5369035,-0.8367727,3.233785
-0.3240544,0.1229589,3.270848
-0.2618059,-0.3977156,3.306518
-0.2326627,-0.7601537,3.335698
-0.2203446,-0.8346383,3.306978
-0.302058,0.2196322,3.275913
-0.3065557,0.2739913,3.335015
-0.2743422,0.6118917,3.357776
-0.2628505,0.7818326,3.349201
-0.4555484,0.5953805,3.337872
-0.574271,0.781208,3.308394
-0.4339671,0.9441791,3.284895
-0.3824216,0.9863011,3.282758
-0.08656114,0.4901174,3.385153
0.07653368,0.3847258,3.352897
0.2662338,0.3979537,3.353669
0.3290401,0.4107376,3.371771
-0.3921005,0.1467767,3.242464
-0.4602542,-0.4063752,3.286822
-0.5283287,-0.7832476,3.312412
-0.5242246,-0.8353814,3.233597
-0.2246431,0.1237467,3.268144
-0.1914144,-0.3933285,3.310053
-0.2114755,-0.7555743,3.334558
-0.1982961,-0.8067733,3.256126
-0.3182201,0.2155695,3.498381
-0.3246144,0.2709946,3.557625
-0.3074663,0.61222,3.576747
-0.2979727,0.7960772,3.575343
-0.4931097,0.5862477,3.5655
-0.6197215,0.7633461,3.490452
-0.4942999,0.9425987,3.508231
-0.4423348,0.984194,3.502781
-0.1298946,0.4986891,3.606742
0.01575221,0.3924799,3.618984
0.2528691,0.4181145,3.619923
0.3324096,0.4609613,3.621233
-0.4002936,0.1400594,3.465651
-0.4442016,-0.3977681,3.500704
-0.4598205,-0.7821087,3.58022
-0.4940113,-0.8401337,3.535461
-0.2404981,0.1253568,3.491852
-0.1887569,-0.3937647,3.531822
-0.1622691,-0.7664509,3.564252
-0.1422015,-0.8169826,3.486183
