D-00100
0.03368826,0.2109033,3.231831
0.0422588,0.2718209,3.283268
0.04100788,0.6133531,3.267419
0.06138589,0.8122547,3.239023
-0.1474754,0.5278888,3.3051
-0.3554875,0.4107313,3.392335
-0.5556638,0.3265435,3.403537
-0.6103961,0.3146418,3.412855
0.2207945,0.5516746,3.25338
0.4027063,0.6969934,3.238005
0.2759686,0.8750253,3.218257
0.2199497,0.9291449,3.213291
-0.0440317,0.1298874,3.230154
-0.109723,-0.3992241,3.252399
-0.1442529,-0.7993213,3.282659
-0.1860973,-0.8817313,3.238043
0.1077998,0.1256474,3.212842
0.1617807,-0.4159987,3.242133
0.1868424,-0.8005786,3.265059
0.191352,-0.8706634,3.229369
0.02160338,0.2051656,3.084127
0.02972809,0.2691289,3.124202
0.02955037,0.614414,3.112337
0.05167302,0.8053914,3.087738
-0.1519175,0.5319581,3.156935
-0.3599699,0.4197472,3.248432
-0.557939,0.3512671,3.296838
-0.6516396,0.3114603,3.277067
0.2123843,0.5511048,3.096138
0.3973144,0.6923283,3.069956
0.2688134,0.8668509,3.027591
0.2109083,0.9164053,3.019398
-0.05632342,0.1228336,3.083022
-0.1696203,-0.4132765,3.098573
-0.2336607,-0.7633324,3.18194
-0.2488395,-0.8022968,3.099401
0.09599325,0.1228788,3.06983
0.1379289,-0.418276,3.054557
0.1372808,-0.802426,3.017636
0.1508374,-0.8759937,2.96626
0.0583219,0.2041444,3.486972
0.06922749,0.2636869,3.541151
0.06209739,0.6027904,3.527812
0.06703781,0.7802511,3.484456
-0.1192548,0.5231969,3.576531
-0.309488,0.4248551,3.66454
-0.5150852,0.3555515,3.684856
-0.5872992,0.3321918,3.683903
0.2400412,0.5383813,3.503735
0.4415753,0.6769065,3.469145
0.3106137,0.8500237,3.446604
0.2676716,0.9068212,3.4729
-0.01579625,0.1237344,3.487728
-0.08559249,-0.4034804,3.521051
-0.1142371,-0.7920616,3.576251
-0.146605,-0.8621625,3.570656
0.1311267,0.1218884,3.463759
0.1644036,-0.4176675,3.500374
0.1891802,-0.796709,3.531191
0.2058746,-0.8698536,3.480935
0.0559435,0.2030459,3.454406
0.06186265,0.2656105,3.494986
0.053197,0.5987436,3.474249
0.0681144,0.7810811,3.440061
-0.1343651,0.5112463,3.511736
-0.3698732,0.42156,3.569589
-0.5737408,0.3571953,3.586265
-0.6711156,0.3298739,3.59525
0.2323065,0.5421221,3.455586
0.419237,0.7099437,3.41583
0.2627528,0.857416,3.38144
0.2140531,0.9129973,3.394518
-0.02002715,0.1198947,3.455144
-0.07558632,-0.3958462,3.45514
-0.06649788,-0.7838356,3.504645
-0.1023851,-0.8622083,3.480201
0.1329134,0.1197797,3.439504
0.2230731,-0.409769,3.401727
0.3132278,-0.7856884,3.447163
0.3649137,-0.8630084,3.437316
0.2635971,0.1950246,3.440816
0.2714047,0.2569681,3.489334
0.2646802,0.5988216,3.476029
0.2739284,0.7771511,3.44861
0.08430485,0.5048432,3.503401
-0.1460107,0.4176095,3.613607
-0.3523606,0.3600363,3.583345
-0.446953,0.3317347,3.579953
0.4490626,0.5340202,3.450011
0.5862097,0.7127601,3.415594
0.4906948,0.9052011,3.402361
0.4428707,0.9602315,3.398279
0.1868214,0.1118719,3.436222
0.08644952,-0.4067772,3.45785
0.03005994,-0.7595907,3.487734
0.01650112,-0.7972936,3.406868
0.3388481,0.1131708,3.425749
0.3910103,-0.417377,3.458215
0.4718756,-0.7947642,3.522622
0.4902731,-0.8672632,3.488199
